"binder";"docid";"class";"text"
"Tobacco800";"nbt66c00";"FirstPage";"         *.n±jz.LJ                  j*i Fax Message             To:       Dr. Richard Carchman,                       Vice President,                       Worldwide Scientific Affafrs,                       Philip Morris Inc.            Fax:       001 -1 -804-274-6794           From:       Dr. Kohji Takada       Address:        c/o Philip Morris K.K.                       Akasaka Twin Tower, Main Tower 13F 2-17-22, Akasaka, Minato-Ku, Tokyo 107 Phone:        81 -3-5562-7230            Fax;       81-3-5562-7351           Date;       February 13,1998     Distribution:     Drs. C. Elite, F. Guliotta and R. Walk         Pages:        9 (including cover page)        Subject:       Comments on publications re garding “rewarding effect’                       of nicotine etc. Dear Dr. Carchman, Attached please find the following; 1. Comments on a Nature article reporting the role of ß2 subunits of acethylcholine receptors in mediating dopamine release in the midbrairt of mice by nicotine, 2. Transcriptfrom BBC World Service Radio regarding the article above. 3. Comments on a Nature article reporting ""a ceilular basis for reports that the first cigarette of the day is the most pleasurable\ Please forward thi^ information to Drs. Etiis and Guliotta and appropriate colleagues. Note on “2."": ■   Dr    Changeux is the last author of the article by Picciotto et aL *   Dr,   Changeux describes “positive action of nicotine"", namely, as a          cognition enhancer     as   well as an anxiolytic (page 3; there are obvious mistakes in the transcript such as     describing an anxiolytic to ""increase"" anxiety). Since ß2-lacking               mutant mice show     higher ability of learning than the wild-type (see ""1."" attached), it can be argued that the subunit functions as an “inhibitor* of learning. In this case the ability of nicotine to faciiitate ieaming cannot be explained. • Dr. Changeux appears to think that there are several levels of “addiction” (page 4). Best regards, Kohji Takada IMPORTANT:        The   information contained in this document is intended only for the named addressee(s). This document may also contain Information which is confidentiat and/or subject to privilege. Its copying and/or disclosure of its contents by anyone other than the named addressee(s) is stricUy prohibited. If you are not the named addressee, please notify us immediateiy by telephone or facsimile. 2074407987"
"Tobacco800";"ncn00d00";"FirstPage";"The Mounl Sinai Medical Center         Dorothy H.and I^ewis S, Rosenstiel                                       Department of Bioehemistiy The Mount Sinai Hospital Mount Sinai School of Medicine Box 1020 One Gustave L. I.evy Place New York, NY 10029-6574   Tel (212) 241- 9 4 31 Fax (212) 996-7214 Ms, Lorraine Pollice, Treasurer, The Council for Tobacco Research, 900 Third Avenue, New York, NY 10022. RE: Grant #3035AR1 Dear Ms. Pollice,       This note is to approve the overexpenditure on my grant and to ask you kindly to send the check for $8,733.07 to the Rockefeiler University.       I would also appreciate it if you could activate my grant here at Mount Sinai.       With thanks for your advice,                                                     November 14, 1995 Yours sincerely Marius Sudol, Ph.D. Associate Professor."
"Tobacco800";"ncp46d00-var";"NextPage";"                                        ALBERT EINSTEIN COLLEGE OF MEDICINE 1 OF YESHIVA UNIVERS1TY                                 1300 MORRIS PARK AVENUE, BRONX,N.Y. 10461 :CABLE:E[NCOLLMED,N.Y. DEPARTMENT of GENETICS Dr. Vincent F. Lisanti The Council for Tobacco Research, ILS.A., Inc. 110 East 59th,Street New York, N.Y. 10022 Dear Dr. Lisanti:       I am writing to request.perjnission to purchase a Packaxd TRI-CARB 3Q0C microprocessor liquid seihtillation counter at a price of.$16,250 on my CTR grant 1126A. When I originally wrote this grant application, the cost of an equivalhnt scintillatibri counter was $15,000. This was the amount requested in the grant and .this was approved. Since .that time there has and Supplies Category of my current^granf. so no extra funding will he re-ed for this purchase. This counter wiMTper form a vital rolefn“^”"" titating radioactivity in our experiments and will allow us to rapidly been a price increase and so I would like permission to.spend an extra $1,250.on the purchase of this counter. I would use funds from the Materials and efficiently assess our results. Yours truly.         Linda M. Hall         Associate Professor of Ganatics-                                                50126610"
"Tobacco800";"nda6aa00";"FirstPage";"Department of Pharmacology St. Mary’s Hospital Medical School (University of London) Norfolk Place London W2 1PG Telephone: 01-723 1252 JI/AS 15th September 1987 Lorraine Pollice Assistant Treasurer The Council for Tobacco Research - USA, Inc. 900 Third Avenue New York NY 10022 USA Dear Lorraine, I enclose my expense account in relation to the September SAB meeting and the Johns Hopkins’ site visit. As I understand it, CTR had agreed that, because of both the Labor Day holiday and the site visit, we should fly in on Sunday 6 September and depart Saturday 12 September. We did in fact arrive one day sooner and, in order to compensate, departed; immediately after the SAB meeting on Friday 11 September. Accordingly my expense account covers that complete period and I trust you will find it in order. I have attached all possible receipts and have not included meals taken outside the hotels, including one where I entertained Dr. Gonzalez from NCI in order to quiz him about the application from Dr. Quattrochi. I am a little uncertain as to the guidelines for expenses and would be grateful for your future guidance. I hope all is well with Mr. Gertenbach and all his Staff and let me thank you all for your kindness and hospitality. In order to expedite matters, would you please call me if you have any queries or Problems associated with making the reimbursement directly to my Citibank account. With wärmest best wishes, Yours sincerely, Dr. J.R. Idle Reader in Pharmacogenetics Wellcome Trust Senior Lecturer enc. 1"
"Tobacco800";"nea69d00";"FirstPage";"R. J. REYNOLDS TOBACCO GMBH HAUPTVERWALTUNG (NTtO-OFFICe CORRESPONDENCE TO Dr. B. F. Pelz July 28, 1981 0. Stuhl Proposed ban on fluorochlorohydrocarbons in Switzerland Attached please find information on an upcoming legislative ban on the use of fluorochlorohydrocarbons as propellant for aerosols. The continuing discussion on allegedly harmful environmental effects of these compounds has led the Swiss Federal Asseirbly to plan a ban on fluorochlorohydrocarbons. 0. Stuhl Att. cc: FGC; GUUCMPLAT2 3   5000   COlOGNC  1 TELEPHONE      P??-1 TELEX  0002500 CAEJlE PI  OlOGNE"
"Tobacco800";"nff41e00";"FirstPage";"LORILLARD, INC. Research Center, 420 English Street, P.O. Box 21688, Greensboro, North Carolina 27420-1688  December 1, 1986  Ms. Pat Harbin  Microbiological Associates, Inc.  '5221 River Road'        .   '                                 •'                                ~  Bethesda, MD 20816  Dear Ms. ‘-Harbin:  Enclosed ""is Purchase Order No. 329D for the ""Induction of Hepatic Microsomal Enzymes- in Rats"" tests. Please sign the acknowledgement copy and return it to me. J. Daniel Heck, Ph.D. Manager, Life Sciences  OTbK JDH:sc         CD         O         N5         U         CA         O         IC         &       *■ -t"
"Tobacco800";"nht43d00-page02_1";"FirstPage";"     * FORM 2422 REV. 8/67 *                 INTER-OFFICE MEMORANDUM                Subject: RE:          Case   185                                                     Dote:     April   16,    1969             To:   Dr.  H.  J.   Bluhm                   Although our strain of A^ oxydans has the unusual ability to tolerate and hydroxylate nicotine, its identifying characteristics are the same as given for that species in Bergey's Manual. Therefore, we have referred to the Manual in the text of the application instead of including the long list of characteristics. This appears to be common practice in patents already issued.                   Yes, we believe Figures I and II are important in the application.               The amount of inoculum (Figure I) required to obtain a high yield in a reasonable time is critical and is proportional to the concentration of nicotine in the medium. A relatively short incubation time (Figure II) was required to complete the fermentation of various concentrations of nicotine. The above facts are necessary documentation of the Claims . proposed in this disclosure.                   We have written in 4 Claims to replace those in the copy returned to us. These Claims point out the 4 bases for clalming protection which are:                   1.  Furification of nicotine to permit fermentation of concentrations up to 10%.                   2.  Use of a specific strain    of A. oxydans.                   3.  Yields up to 93.9% after    incubation for less' than 72 hours.                   4.  The use of a non-sterile    nicotine containing medium without     danger                       of contamination.               Claims 1 and 3 could be separated into two each as follows, if 0esirable.                   (1) a. Purification of nicotine to permit its fermentation in concentrations in excess of 0.05%.                       b.   Fermentation of concentrations of nicotine in excess 0.5% and as great as 10%. 51152 4419"
"Tobacco800";"nht43d00-page02_2";"NextPage";"2     (3) a. Yields up to 93.9%.         b. Incubations of less than 72 hours.      The cost of recovering and concentratlng nicotine may under some circumstances make fermentatlons of concentrations below 10% practical, another reason for Including Figures 1 and II. Distribution Dr. Murray Senkus Dr. E. D. Nielson Mr. Lawrence E. Hayes    to    <s> 51152"
"Tobacco800";"nir55d00-page02_1";"FirstPage";":IS)! f fVi.-A'* »*•            /~v*?          •? I /""v ,—\ •', l't !-""■ !<*•• ** f\ r-~0        t       ’ fc I f twl *■“0 S-t kGw l v1 i                                                   l   v.'i  t..‘.! i i Subjcct:  Evaluation  of I’roposed Elend  Change  Date: February 25, 1974     To: 0* P« Johnson                                                   From:  R. D.   Gourley Project Ho.:    2384 Project Title:      WINCHESTER            The WINCHESTER blend chnnge proposed for April 1, 1974, by the Leaf Development: Department haß been evaluated under test L-7068. These evaluations involved physical and Chemical analyses along with a comparison of the smoking qualities as opposed to the present blend. Both the proposed blend and a control, along with prototype cigars representing each test, were processed in the 611-2 pilot area. Data collected from all tests are as follows:        Smoking Tests:                      International Panel                                              Control Test                                                     L-7068-A vs. I.-7068-B       Preference                               3           8           Mildness                            3                8                   Better cigar flavor         3                8""          More cigar flavor                   6                • 5 '•                                                 Booth Panel                                               Control         Test                                             L-7068-A vs  . L-7068-B n.:  Preference                               14         3.5       l  Mildness                                 16          12       2  Better cigai flavor                      13          16       1  Analysis:                             L-7068-A     L-7068-B      Burning rate, mg./min.                  59.1        59.3         min./cigar                              9.5         9.1          Total Sugar, %                          2.2         2.6          Nicotine, %                             1.13           1.12      Puf f/Cigar                             8.50           8.20      Nicoti.nc, mg. /cigar               .74 ■               .74      TPM (V.’et )                           20.20          21.40      PTC ""Tar""                              16.70          17.20      pH (puff by puff) min.                  6.34           6.54                                    ma x.     7.36           7.71        Summary:            Ar: the test data ind j ca t:e, there is no slgni ficant di fforonce botvcvu the proposed modi fication and t.hc present blond. ln our opinion, basod on n.mi i c>hi.'.                    u<v.     v/;o"
"Tobacco800";"nir55d00-page02_2";"NextPage";"VJINCHUSTi:« Blond Change Pago 2  February 25 those results and smoking evaluations,.the change could be made without adverse effect on the Overall qualities.  /goli cc: v^Ir, R. R. H. Cundiff Mr• L. C Cook                                                           R. D. Gourlc$r , 1974  any OLSi 9fbOS"
"Tobacco800";"njk79d00-page02_1";"FirstPage";"October 19, 1979 Ms. S. A. MacKinnon Subject:    SALEM Full  Flavor  Prime Prospect Recommendation Purpose Seek approval to a refined prime prospect definition for SALEM Full Flavor. Background The Product Group identified to Management a concern that the cur-rent 1980 media plan under delivered the target audience vs. total adults. This shortfall resulted primarily from a very broad target age demographic of 18+. Additionally, the original composition of the prime prospect (50% current franchise/50% segment profile) did not recognize switching data. This omission understated the impor-tance in the prime prospect definition of males and young adults who evidenced superior switching performance on SALEM King's. Therefore, the definition of the prime prospect was reexamined to appropriately acknowledge switching performance and improve the effectiveness of the media plan against the target audience. Recommendation Revise sex and age as follows in the prime prospect profile for King's/100 1s combined:                        Prime Prospect Definition Recommended            Current                       -            Sex:      54% Men                52% Men                     *5^            Age:      18-34 (52%)            18+                                                         Note: See Exhibit I for complete prime prospect definition. Rationale 1. King's prime prospect adjusted to reflect switching performance ."
"Tobacco800";"njk79d00-page02_2";"NextPage";"Ms. S. A. MacKinnon Page Two October 19, 1979 1.   Continued:      - Net switching indicates superior performance axnong males and young adult smokers (18-34). See Exhibit II.      - Slight male skew increase is consistent with current franchise profile. See Exhibit III.      - Target segment and switching profile weighted 70% to re-flect importance of males and younger adults. See Exhibit 2.   100's prime prospect remains unchanged to acknowledge importance of the older, female smoker in our current franchise.      - Reflecting switching performance would overstate the importance of males and young adults beyond that already reflected in target segment profile. Overemphasis would result in media delivery away from our source of business.      - Target segment and current franchise continue to be weighted equally. See Exhibit IV. 3. Weighting of King's and 100's for combined prime prospect profile is unchanged.      - Weighting of King's (67%)/100's (33%) is proportional to volume. 4. Results in greater effectiveness of media plan delivery.      - 52% of impressions now delivered to target audience. Revised prime prospect profile retains Brand's defensive posture while recognizing an offensive opportunity against males and young adults. This results in increasing the effectiveness of the media plan. Next Steps Approval of the refined prime prospect definition is requested so 1980 media plans can be revised as soon as possible.          III Summary  W. Kenneth Neher WKN:srp"
"Tobacco800";"njk79d00-page02_3";"NextPage";"Ms. S. A. MacKinnon Page Three October 19, 1979 cc: B.  W. Garner M. L. Orlowsky J. Pagel       S.  Snyder W. Ponzer W. Lydecker"
"Tobacco800";"njn54c00";"FirstPage";"White & Case  UNITED STATES                                                  LOS ANGELES MIAMI NEW rORK WASHINGTON, D.C.                                                      EUROPE                                                      BRUSSELS                                                      BUDAPEST                                                      HELSINKI                                                      ISTANBUL                                                       LONDON                                                       MOSCOW                                                        PARIS                                                       PRAGUC                                                     STOCKHOLM                                                       WARSAW                                                      AFRICA                                                    JOHANNESBURG   (155 AvEN U E OF TH E Am ERICAS  New York, New York 10036-2767   Telephone: <1-212) 819-S200 FaCSIMILE:  <I -21 2> 354-8 I I 3  May 14, 1996                                                                                                              ASIA '                                                      ALMATY Ankara BANGKOK BOMBAY HANOI HONG KONG JAKARTA SIMQAPORE TASHKENT TOKYO                                               MIDDLE CAST                                                   JEOOAH                                                   RIYADH                                              LATIN AMERICA MEXICO CITY Hs. Hallie S. Jessup Research Administrator Lorillard Tobacco Company Research Center 420 English Street P.O. Box 21688 Greensboro, North Carolina  27420-1688 re Australian Patent No. 562449       for ""CIGARETTE FILTER ASSEMBLY"" Our Reference 1126134-332 Dear Mr. Jessup:            The next annuity payment for the above-identified Australian patent is due by July 6, 1996 at an approximate cost of Australian $645.00. Please return the enclosed copy of this letter to us by June 3, 1996, indicating your instructions to PAY or DO NOT PAY.  Cutaiar 0 Frances B. Cutajar Senior Legal Assistant enclosure cc:   Robert  B.  Smith,  Esq. TO:      WHITE     & CASE FROM: z         LORILLARD TOBACCO COMPANY PLEASE PAY THE ANNUITY FEE PLEASE DO NOT PAY THE ANNUITY FEE  \o  CO  o ro *""0 NJ -"
"Tobacco800";"nky33f00-page02_1";"FirstPage";"BROWN & WILLIAMSON TOBACCO CORPORATION                                             June 4, 1984   Prof. Dr. H. Dengler   Director of Medical University Clinic Bonn-Venusberg, West Germany   Dear Professor Dengler:   As we have discussed, Brown & Williamson Tobacco Corporation (""B&W"") desires to retain your Services as a scientific Consultant regarding various aspects of B&W's grooved cigarette filter technology. This letter agreement is to confirm our mutual underStanding with respect to the terms and conditions under which B&W and you (""Consultant"") agree to enter into a working relationship. An additional purpose of this agreement is to protect the confidential and proprietary interests of B&W.   Consultant agrees that during the term of this agreement he will consult with and provide information to B&W appropriate to the field of this agreement. B&W agrees to pay Consultant for service_s actually rendered a fee at the rate of $              per   feetTC-X^ay'; (cross out inapplicable word). In addition, B&W shall reimburse Consultant for all reasonable and necessary out-of-pocket expenses actually incurred, including those for travel, food, and lodging in connection’with the performance of Services hereunder. All payments by B&W will be made monthly after receipt of Consultant's itemized invoices.   It is recognized that as a result of the performance of Services hereunder, the parties may agree that it would be appropriate to undertake specific research projects. The scope of any such project and the fee therefor will be separately negotiated between the parties and are not a part of this - agreement.   ünless otherwise authorized in writing by B&W, Consultant agrees to maintain in confidence any information pertaining to this agreement provided by B&W. The parties acknowledge that any data or information generated or arising out of the Consulting work performed by B&W by Consultant is the property"
"Tobacco800";"nky33f00-page02_2";"NextPage";"i , ...                                                                                                                                -2- of B&W and shall be kept in confidence by Consultant. This Obligation of confidentiality shall survive the termination of this agreement. If the above is acceptable to you, please indicate your acceptance by signing and dating the duplicate copies where indicated and returning one copy to B&W.                                    Very truly yours,                                    BROWN & WILLIAMSON TOBACCO CORPORATION                                 Ti ' ACCEPTED: By _ Date 826T02T0S"
"Tobacco800";"nle30a00";"FirstPage";"                                       174 Waverley Street Winnipeg, Manitoba R3M 3L1 Phone (204) 488-0013                                         February 19, 1994         Ms Lorraine Pollice Treasurer         The Council For Tobacco Research 900, Third Avenue New York NY 10022         Dear Lorraine,         Here is my account for the February meeting in Rancho Mirage. We spent few weeks in the desert area, luckily escaping one of the worst winters on record. Now it’s back to reviewing the many applications ailocated to me for the April meeting. I look forward to seeing you then.         Sincerely Drummond H. Bowden  Taxis: Home to Airport and Return:                    $24.00  Gratuities: $39.00                                                     Check # and Data—_                                                 Äpproved for Payment___                                                 Approved as to Delivery. . Voucher Number_____.__                                                               Account # and Title Calculations Verified"
"Tobacco800";"nlk90c00";"FirstPage";"AMERICAN TOBACCO COMPANY  AMERICAN  BULL DURHAM                                                                               MONTCLAIR  CARLTON  LUCKY STRIKE  MALIBU  M1STY  PALL MALL  TAREYTON December 8, 1994 Mr. Ross Nixon Vice President, Merchandising Dahl's Foods 4343 Merle Hay Des Moines, IA 50310 Dear Mr. Nixon:  Patti Hirst, Key Accounts Manager for American Tobacco, asked me to forward some printed samples of our Montclair Chain Direct Mail Program to you. Enclosed are samples from another program that we did recently for you to distribute to your retail störe locations. We are expecting to be in the mail with the Dahl's Foods direct mail package late next week.  Any questions, please contact Patti Hirst. Thank you. Sincerely, Meleisa Holek Manager, Direct Marketing cc: K. Noone, P. Hirst         SIX STAMFORD FORUM P.O. BOX 10380         STAMFORD CONNECTICUT 06904-2380  TELEPHONE: 203 325 4900 FACSIMILE 203 352S164 970476249 PRODUCED FROM B&W WEB SITE"
"Tobacco800";"nlq86d00";"FirstPage";"                                    COVINGTON &. BURL1NG                                       aaa SiXTEENTH STREET. N.W. WASHINCTON. 0. C. 8000«                                                                                                                                                           TYtxt ff 08) 941-0073   TELEPHONE                                                                                                 TCIXti 11-183 ffOB) 883-3300                                                                                              C.*LCi COVUN»                                                         August 17, 1973         To:    The Committee of Counsel         Gentlernen:                     You will recall that last May Mr. Gargus of Hazleton Laboratories reguested permission of the partici-pants in the Hazleton Laboratories' research of Chemoso1 to present the results of their study at the 27th~ Tobaeecr Chemists* Research Conference on October 3, 1973.                     I am enclosing a further letter from Mr. Gargus reporting that he has been tumed down by the Tobacco Chemists* Research Conference, but would like to present the same paper to the Society of Toxicology next March.                     We would very much appreciate hearing from you as to whether you would have any objection to this change in form of publication. You will recall that your contract with Hazleton did specify that there could be publication. Very truly yours,          HTA:emf          Enclosure  TlFL 0405846"
"Tobacco800";"nlu01f00";"FirstPage";"* ^ BROWN & WILL1AMS0N TOBACCO CORPORATION  B&W September 9, 1988   Dr. E. Kausch   British American Tobacco Co., (CE) G.m.b.H.   Forschung und Entwicklung Bahrenfelder Chaussee 139 2000 Hamburg 50 Federal Republic of Germany   Bear Dr. Kausch:   I am arranging to send the following three blends with the corresponding quantities indicated to the attention of Mr. Schmekel.   These will be in the strip form and will be at a moisture content of around 13.0%. The alkaloid contents will be close to the tobaccos that you processed earlier for us.   My immediate needs are for about 50 kg of each of Burley and Flue-cured blends. I would, therefore, appreciate if these quantities could be processed and returned to me at your earliest convenience. Target Alkaloids should be near zero.   Rest of the tobaccos may be processed at your convenience and returned to us during the next three months.   I have plans to send further quantities of tobacco for storage at your end for any future extraction should a need for such extracted tobaccos arise in the near future. We will be in a better position to assess such needs after experimenting with these intial quantities.   There is a degree of urgency on this project because of an anticipated change in product mix in the dornestic market. We thank you for your help and Cooperation. ►                                                  Sincerely,             Burley Blend:          100 kg             Flue-cured Blend:      100 kg             Oriental Blend:         35 kg B. B. Chakraborty   BBC/sek/l292s   cc:  T.  F. Riehl, M. L.  Reynolds, A.  McMurtrie, P. R. Fisher,         J. L. Bamett, B, A. Bandy                                                  620189104      1500 BROWN & WILLIAMSON TOWER, FÜ- BÜX 35090, LOU1SV1LLE, KY 40232, (502) 50a 7000"
"Tobacco800";"nma35f00";"FirstPage";" THE  AMERICAN  TOBACCO  COMPANY Memorandum (See Below) DMay 29, 1990 rrom J. Michael Clark                                               Sales Program Development Manager 1l1 Hotline - Lorillard                                                                                    Messrs. T. Ä. Albert E. J • Gesell                                D.  S. Johnston J. J. Mellett W. J, Moore C* H. Müllen J. M. Ockers M. J. O'Neill R. E. Smith R. M. Spight R. S. Sprinkle, III It appears the Heritage effort, previously reported in Baltimore, MD, is a national expansion. Lorillard is currently booking Heritage throughout the States of Indiana, Illinois, and Kentucky. Again, the allocations are extremely generous and first shipment to Trade is July 2, 1990. JMC/Vls cc: Mr. B. A. Hammond"
"Tobacco800";"nnj41f00";"FirstPage";"BROWN & WILLIAMSON TOBACCO CORPORATION                                                    RESEARCH & DEVELOPMENT                                       Our Telecopier Number is (502) 568-8210 -An Automatic PANAFAX PX-100 - Set on 3 Minutes TO:       Hr. Wolfgang Woerdehoff       - BAT Cencany           Fax No. 49 40 4151 3233 FROH:     H. A. Hamann DATE:     December 9, 1992 On July 30, 1992, you provided Brown & Williamson a listing to indicate which brands of B&W owned trademarks were being produced by BATCF with non-caution labels. I would again appreciate your assistance in rcgards to three clarifications, Is the FALL MALL Filter Duty Free and Eastem Europe product a soft eup 20's or a box 20's style? Does BATCF manufacture NORTH STATE KS SC, UJCKT STRIKE Regular, and PALL HALL Plain for the Russia Duty Paid market? If so, do the labels include a caution notice? Does BATCF manufacture U7CKY STRIKE Plain KS for Guadeloupe? If so, does the label include a caution notice? Your prompt reply to this inquiry will be most appreciated.                                                    With kind regards,                                                       Marcel A, Hamann MAH/dkh p9fl653/2                                              597004112"
"Tobacco800";"nrg54f00-page02_1";"FirstPage";"Tobacco Institute Testing   Laboratory 2 Taft Court Rockvilla, Maryland 20650 (301) 294-6582 April 21, 1994 TO: Board of Directors FROH William P. Daigle SUBJECT:    Interlaboratory Results -  Test #12       Enclosed is a summary of data for interlaboratory test #12 as reported by the participating laboratories. Tables I thru VI reveal the means and Standard deviations for ""Tar"", Nicotine, Carbon Monoxide, Puff, TPM and Water.       Figures 1 thru 3 depict the least square regression lines of each laboratory's mean against the raean of all laboratories for the seven samples tested. These graphs were completed for ""Tar"", Nicotine and Carbon Monoxide. Included in each figure are the lists of the corresponding intercepts and slopes. As indicated, the listed order of the laboratory's statistics correlates to the intercepts of the Y-axis at each extreme. The Board of Directors Ms. Brenda T. Hodge Dr. S. T. Jones Dr. J. F. Whidby Dr. John H. Lauterbach Mr. Byron F. Price Mr. Gregory A. Sulin Sincerely  William P. Daigle Assistant Director"
"Tobacco800";"nrg54f00-page02_2";"NextPage";"RECEIVED APR 2 5 1994 DEPT.OFR&QA"
"Tobacco800";"nrl43c00";"FirstPage";"TOBACCO COMPANY Research Center. 420 Engfcsh Street. P.O. Box 21688, Greensboro, North Carolina 27420-1688  Dear Dr. Lauterbach:  We are pleased that you requested the menu relative to the opening reception hosted by Lorillard, et al for the 48th TCRC. Please find attached the menu and the beverage list that we used. Quantities of food are also indicated.  I hope this will be of assistance to you and will be pleased to discuss further with you. Sincerely,                                       February 28, 1995  Dr. John Lauterbach B&W Tobacco PO Box 1056 Macon, Georgia 31298           Re:   TCRC   Reception Xc:    Dr.  Larry   Gains"
"Tobacco800";"nsr05f00_1";"FirstPage";"Daniel & Charles Associates, Ltd 261 MADISON AVENUE, NEW YORK, NEW YORK 10016 [212) MOT0200                         September 5, 1980 Mr. J. R. Costello The American Tobacco Co. 245 Park Avenue New York, NY 10017 Daar Bob: Enclosed is the Proposed 1980 Advertising Budget for TAREYTON Lights/Long Lights. The budget has been reduced by $90,000, from $14,272M {as of Aug. 21) to $14,182M. The changes are as follows: $ 4,000 69.000 17.000 10.000 $100,000       Increases       Outdoor - 30 - Sheet Posters - Production 10,000                                      Net Reduction $90,000 Please call if you have any guestions. cc:   E. Gesell^       R. Adler H. Feingold       C.  Goldschmidt *       E.  Grossbaum       S. Holzer Cordially, Media Supervisor  :i  Newspapers - Franchise - Media Magazines - Production Newspapers - Franchise - Production Transit - Production"
"Tobacco800";"nsr05f00_2";"NextPage";"o < ß o"
"Tobacco800";"nul00a00";"FirstPage";"                                  The Council For Tobacco Research -U.S.A., Inc.                                                    900 THIRD AVENUE NEW YORK, NY 10022 (212) 421-8885 ARTHUR D. EISENBERG, Ph.D. Associate Research Director                                                                            March 1, 1991 Dr. Steven I. Reed Department of Molecular Biology, MB-7 10666 North Torrey Pines Rd. La Jolla CA 92037 Dear Dr. Reed:        Thank you for your interest in our program of research Support. I am pleased to enclose a Statement of policy and a recent Annual Report that lists grants currently supported.        Our application procedure requires a mandatory two-step application process. First, a oreliminarv application must be submitted and reviewed by members of the Executive Committee of our Scientific Advisory Board who evaluate it for scientific merit and for ""fit"" into The Council’s multidisciplinary biomedical research program. If the review is favorable, you will be provided with forms and instructions for completing a full application which is reviewed by our Scientific Advisory Board (SAB). The Council operates two application cycles per year as described below:        Preliminary        Full        SAB Meeting/      Activation   Cycle Application        Application Notification      Dates              Submissions        Deadline    Dates                         Spring March 16- Sept. 15 Nov. 30     April/May         July 1       Fall  Sept. 16- March 15 May 31      September/October  January 1  The preliminary application must contain the following: Cover letter. Include a cover letter on your institution’s stationery. Three page narrative summary. Begin with the title and include relevant background, overall goals and specific aims, a brief description of preliminary data and research methods and, importantly, the significance of the proposed project. Please end with a sentence indicatine the anticioated duration of the proiect (one. two or three vears) and a single fiaure estimate of the anticioated annual direct cost. Note that the three page limit is absolute. No attachment pages containing photographs, charts or literature citations will be accepted. If you judge such materials are critical for the review of the proposal, they must be accommodated within the three page limitation. Two page curricula vitae . A CV of two pages per Professional level investigator is required. Each CV should include a relevant bibliography. The NIH format is quite acceptable. Again, the page limit is strictly enforced; only two pages per investigator are forwarded to the Committee. Publications. Include two or three publications, abstracts or manuscripts that are closely -related to the proposed project. Your preliminary application has been forwarded to the Executive Committee.                                                                         Sincerely,                  (                                                                        Dr. A. D. Eisenberg"
"Tobacco800";"nut24f00";"FirstPage";"/ BROWTV & WILLIAMSON TOBACCO CORPORATIOIM                             firtm'H A u. 'i ToKfr                Lpuin-ii>r Galiffit: Bi’.r .15OVO iA. r'"". / A''    Mt. H. Bornstein SEI TA    53 Quai D'Orsay 75340 Paris Cedex 07 France    Dear Mr. Bornstein:         I hope you have found the Information which i sent to you on May 11, 1984, useful.         In that letter, I mentioned meeting to discuss the results of the pilot study Dr. Gori is performing in France, unfortunately, the study has been delayed. I've enclosed a copy of Dr. Gori's letter for your reference. When the pilot study and analysis has been completed, we lock forward to discussing the results, as well as the other points you raised.         Given the delays, I would like to suggest meeting at a convenient time around mid-July. I look forward to your response.                                                June 5, 19B4 Respectfully,    /pal    Enclosure £99T02T0S"
"Tobacco800";"nuu04e00";"FirstPage";"Liggetii & Myeirs Incorporated 4100 Roxboro Road Durham, I>LC. 27702 Law Department                                                           November 12, 1975 Mr. D. L. Benway Tax Manager Ladas, Parry, Von Gehr,  Goldsmith & Deschamps 10 Columbus Circle New York, New York 10019 Dear Mr. Benway:       Thank you for your letter of November 5, 1975, relative to the tax payments due in November and December of this year . on our patents and pending applications.       Please be advised that all correspondence relative to the payment of annuities on any of our granted patents and pending applications should be sent directly to us for our instructions. Therefore, please forward to us any future correspondence in connection with the maintenance of          ran -p      number 81454.                                   Very truly yours, MLH:bd cc:   Mr.  E. W.   Greason"
